,шанс,чувств,фокусира,фенов,факта,участва,успя,уважава,треньор,тренировъч,тежък,такав,стойка,стане,срещат,способ,специал,софия,силен,решени,развива,разбир,пулев,приятел,почивк,постижени,получ,оценява,общо,нокаутира,необходим,нататъ,направ,найваж,надал,място,моя,мотивир,млад,кубра,край,клей,качеств,карам,каквот,истинск,интересува,инач,изобщ,земя,здрав,единств,дължи,добри,децат,голям,вярва,вълнува,взето,вериг,важно,важен,бърз,боксов,чужби,чудес,форма,състезател,самият,път,публик,процес,проблем,предлож,правим,правил,помогн,помаг,подготвя,подготв,победит,план,окаж,обрат,неприят,невероят,наясн,напоследъ,найдоб,момче,лично,колан,клуб,кажа,излез,игра,значител,доказв,докаж,двубой,върха,видим,бокс,близък,Class
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12839791744969548,0.0,0.14690245899049045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07825965320362936,0.19352838948884876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15735733451836936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08840533734157917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21449786442109064,0.0,0.0,0.0,0.0,0.0960073162738294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11730641934320048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06710623427220805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1342124685444161,0.021299103069371116,0.1342124685444161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12318474523365992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1634557574870389,0.0,0.09350639476067388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1634557574870389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18701278952134776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675548140281058,0.0,0.029678350472986018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396407171123027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1597655563769534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1597655563769534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07606289689281766,0.0,0.0,0.0,0.0,0.0,0.0,0.1597655563769534,0.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893881841800796,0.0,0.0731581418797918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893881841800796,0.0,0.0,0.0,0.0,0.0,0.0,0.0893881841800796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054482879733434256,0.06736538904722096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058225103228149014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1022706934938663,0.0893881841800796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1022706934938663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05159966228166303,0.0,0.10319932456332606,0.0,0.0,0.0,0.0,0.057476896091578626,0.0,0.0,0.0,0.0,0.0,0.0,0.047040925572519175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057476896091578626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057476896091578626,0.11495379218315728,0.057476896091578626,0.0,0.0,0.0,0.0,0.04016692752212075,0.057476896091578626,0.0,0.057476896091578626,0.0,0.0,0.0,0.0,0.0,0.0,0.06576039190278812,0.0,0.057476896091578626,0.0,0.0,0.03503267065924403,0.06576039190278812,0.0,0.0,0.0,0.06576039190278812,0.0,0.0,0.0,0.06576039190278812,0.0,0.0,0.06576039190278812,0.0,0.0,0.04016692752212075,0.0,0.0,0.0,0.0,0.0,0.0,0.047040925572519175,0.0,0.06576039190278812,0.0,0.0,0.0,0.0,0.0,0.0,0.1972811757083644,0.13152078380557625,0.07006534131848806,0.06576039190278812,0.0,0.0,0.06576039190278812,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19930998187929555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1789297692406682,0.0,0.0,0.19930998187929555,0.0,0.12148117642177785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19930998187929555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21626278433882634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08207977881543396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11742961544309047,0.0,0.05210322670795839,0.0,0.0,0.0,0.0,0.0,0.0,0.16415955763086792,0.0,1.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17965106424918442,0.0,0.0,0.0,0.0,0.16377921809331222,0.0,0.0,0.0,0.0,0.0,0.17965106424918442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2289535215616644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12197088680677168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056588646979184365,0.03370514187923231,0.0,0.03370514187923231,0.0,0.03370514187923231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10111542563769693,0.0,0.03370514187923231,0.0,0.03754417862213407,0.0,0.0,0.03754417862213407,0.0,0.0,0.0429549970117742,0.0,0.0,0.0,0.03754417862213407,0.0,0.0,0.03370514187923231,0.03754417862213407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06741028375846463,0.0,0.0,0.0,0.0,0.04576701019990408,0.08488297046877652,0.030727353638429006,0.0,0.0,0.030727353638429006,0.0,0.0,0.0,0.0,0.0,0.09153402039980817,0.0,0.0,0.07508835724426814,0.03754417862213407,0.0,0.04891057349338082,0.03754417862213407,0.0,0.0,0.0,0.0,0.0,0.0429549970117742,0.03754417862213407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030727353638429006,0.028294323489592182,0.0,0.0,0.0,0.0,0.0859099940235484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,0.1029941310700286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11783751182493934,0.0,0.11783751182493934,0.0,0.0,0.0,0.0,0.0,0.11783751182493934,0.0,0.0,0.0842936829148185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11783751182493934,0.0,0.07197601261039181,0.0,0.0,0.1029941310700286,0.0,0.0,0.0,0.0,0.11783751182493934,0.0,0.0,0.0,0.0,0.11783751182493934,0.0,0.06277582331276903,0.11783751182493934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01870044815521011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.11653185542856155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11653185542856155,0.0,0.0,0.0,0.11653185542856155,0.0,0.0,0.11653185542856155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20923204953826194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666313774087086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09537338845348163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10890380685522856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21780761371045712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16533219816186542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16533219816186542,0.0,0.0,0.0,0.11826845010246292,0.10890380685522856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,0.04337505077859511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032688628787407394,0.0,0.0,0.0,0.09925241382064368,0.03893978491913412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03893978491913412,0.0,0.0,0.0,0.04962620691032184,0.0,0.0,0.0,0.02481310345516092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04337505077859511,0.0,0.04337505077859511,0.0,0.0,0.04962620691032184,0.0,0.0,0.030312049525364086,0.0,0.0,0.0,0.0,0.0,0.035499525446348636,0.04962620691032184,0.0,0.0,0.0,0.0,0.04337505077859511,0.04962620691032184,0.0,0.0,0.0,0.0,0.0,0.0,0.04962620691032184,0.0,0.0,0.0,0.04962620691032184,0.0,0.04962620691032184,0.04962620691032184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04962620691032184,0.0,0.0,0.06537725757481479,0.04962620691032184,0.04962620691032184,0.04962620691032184,0.035499525446348636,0.0,0.0,0.0,0.0,0.0,0.026437472655680663,0.0,0.035499525446348636,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.11327272767225778,0.11327272767225778,0.0,0.0,0.0,0.0,0.0,0.08888077343352141,0.0,0.0,0.11327272767225778,0.0,0.0,0.0,0.08102831807486527,0.0,0.11327272767225778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11327272767225778,0.0,0.0,0.09900434912329054,0.0,0.0,0.06034401633558693,0.0,0.0,0.0,0.11327272767225778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09900434912329054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11327272767225778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017976031048425267,0.0,0.0,0.11327272767225778,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1765940152004822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03206383889516595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,0.0,0.0,0.0,0.0,0.14979336633603835,0.14979336633603835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309246721770102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309246721770102,0.0,0.0,0.0,0.0,0.0,0.0,0.1309246721770102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14979336633603835,0.07979973230006608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04754348658215013,0.0,0.0,0.0,0.07979973230006608,0.0,0.0,0.0,0.0,0.0
